Id,TypeId,PhaseCreated,PhaseDemolished,DesignOption,AssemblyName,IfcGUID,Area,HostId,Width,Height,Comments,Mark,ValueGroup
398904,20916,118390,,,,,0.939240057,361876,0.83566,1.12395,,,
398908,20916,118390,,,,,0.939240057,361876,0.83566,1.12395,,,
398911,20916,118390,,,,,0.085306281,361876,0.036406667,2.34315,,,
398912,20916,118390,,,,,0.040919273,361876,0.036406667,1.12395,,,
398915,20916,118390,,,,,0.319402587,361876,0.136313333,2.34315,,,
398916,20916,118390,,,,,0.153209371,361876,0.136313333,1.12395,,,
398920,20916,118390,,,,,0.939240057,361876,0.83566,1.12395,,,
398923,20916,118390,,,,,1.883681717,361876,0.80391,2.34315,,16,
398924,20916,118390,,,,,0.903554645,361876,0.80391,1.12395,,,
398930,20916,118390,,,,,1.681327282,380017,0.71755,2.34315,,,
398931,20916,118390,,,,,0.806490322,380017,0.71755,1.12395,,,
398934,20916,118390,,,,,1.852435811,362080,0.790575,2.34315,,,
398935,20916,118390,,,,,0.888566771,362080,0.790575,1.12395,,,
398939,20916,118390,,,,,0.888566771,362080,0.790575,1.12395,,,
398942,20916,118390,,,,,1.353989228,362080,0.57785,2.34315,,,
398943,20916,118390,,,,,0.649474508,362080,0.57785,1.12395,,,
398946,20916,118390,,,,,1.778040799,362080,0.758825,2.34315,,17,
398947,20916,118390,,,,,0.852881359,362080,0.758825,1.12395,,,
398950,20916,118390,,,,,1.993786335,363071,0.8509,2.34315,,,
398951,20916,118390,,,,,0.956369055,363071,0.8509,1.12395,,,
398955,20916,118390,,,,,0.956369055,363071,0.8509,1.12395,,,
398958,20916,118390,,,,,1.789143898,363071,0.763563536,2.34315,,,
398959,20916,118390,,,,,0.858207236,363071,0.763563536,1.12395,,,
398962,20916,118390,,,,,1.93604486,363403,0.826257329,2.34315,,,
398963,20916,118390,,,,,0.928671925,363403,0.826257329,1.12395,,,
398966,20916,118390,,,,,1.93604486,363403,0.826257329,2.34315,,,
398967,20916,118390,,,,,0.928671925,363403,0.826257329,1.12395,,,
398970,20916,118390,,,,,1.93604486,363403,0.826257329,2.34315,,,
398971,20916,118390,,,,,0.928671925,363403,0.826257329,1.12395,,,
398974,20916,118390,,,,,1.93604486,363403,0.826257329,2.34315,,,
398975,20916,118390,,,,,0.928671925,363403,0.826257329,1.12395,,,
398978,20916,118390,,,,,1.93604486,363403,0.826257329,2.34315,,,
398979,20916,118390,,,,,0.928671925,363403,0.826257329,1.12395,,,
398982,20916,118390,,,,,1.861649848,363403,0.794507329,2.34315,,,
398983,20916,118390,,,,,0.892986513,363403,0.794507329,1.12395,,,
398986,20916,118390,,,,,1.90451232,380956,0.8128,2.34315,,,
398987,20916,118390,,,,,0.91354656,380956,0.8128,1.12395,,,
398990,20916,118390,,,,,1.830117308,380956,0.78105,2.34315,,,
398991,20916,118390,,,,,0.877861148,380956,0.78105,1.12395,,,
398994,20916,118390,,,,,1.714061088,364335,0.73152,2.34315,,,
398995,20916,118390,,,,,0.822191904,364335,0.73152,1.12395,,,
398998,20916,118390,,,,,1.639666076,364335,0.69977,2.34315,,,
398999,20916,118390,,,,,0.786506492,364335,0.69977,1.12395,,,
399002,20916,118390,,,,,1.610652021,364514,0.6873875,2.34315,,,
399003,20916,118390,,,,,0.772589181,364514,0.6873875,1.12395,,,
399006,20916,118390,,,,,1.678222854,376354,0.726063361,2.3114,,,
399009,20916,118390,,,,,1.678222854,376354,0.726063361,2.3114,,,
399012,20916,118390,,,,,1.604835904,376354,0.694313362,2.3114,,,
399015,20916,118390,,,,,1.76848958,376627,0.765116198,2.3114,,,
399018,20916,118390,,,,,1.76848958,376627,0.765116198,2.3114,,,
399021,20916,118390,,,,,1.76848958,376627,0.765116198,2.3114,,,
399024,20916,118390,,,,,1.695102631,376627,0.733366198,2.3114,,,
399033,20916,118390,,,,,1.689230749,415332,0.730825798,2.3114,,,
399036,20916,118390,,,,,2.150678385,415332,0.930465685,2.3114,,,
399039,20916,118390,,,,,1.643354186,415332,0.710977843,2.3114,,,
399042,20916,118390,,,,,1.52644856,376808,0.6604,2.3114,,,
399045,20916,118390,,,,,1.45306161,376808,0.62865,2.3114,,,
399048,20916,118390,,,,,1.881165693,377685,0.813864192,2.3114,,,
399051,20916,118390,,,,,1.881165693,377685,0.813864192,2.3114,,,
399054,20916,118390,,,,,1.881165693,377685,0.813864192,2.3114,,,
399057,20916,118390,,,,,1.807778744,377685,0.782114192,2.3114,,,
399060,20916,118390,,,,,1.88170649,377750,0.814098161,2.3114,,,
399063,20916,118390,,,,,1.937782415,378007,0.83835875,2.3114,,,
399066,20916,118390,,,,,1.864395466,378007,0.80660875,2.3114,,,
399069,20916,118390,,,,,1.920412798,378093,0.83084399,2.3114,,,
399072,20916,118390,,,,,1.920412798,378093,0.83084399,2.3114,,,
399075,20916,118390,,,,,1.847025849,378093,0.79909399,2.3114,,,
399078,20916,118390,,,,,1.614879835,378155,0.69865875,2.3114,,,
399081,20916,118390,,,,,1.541492886,378155,0.66690875,2.3114,,,
399084,20916,118390,,,,,1.957138223,378300,0.846732812,2.3114,,,
399087,20916,118390,,,,,1.957138223,378300,0.846732812,2.3114,,,
399090,20916,118390,,,,,1.957138223,378300,0.846732812,2.3114,,,
399093,20916,118390,,,,,1.883751273,378300,0.814982813,2.3114,,,
399096,20916,118390,,,,,1.128324356,378334,0.48815625,2.3114,,,
399099,20916,118390,,,,,1.858524509,378376,0.80406875,2.3114,,,
399102,20916,118390,,,,,1.547416259,382021,0.6604,2.34315,,,
399103,20916,118390,,,,,0.74225658,382021,0.6604,1.12395,,,
399107,20916,118390,,,,,0.920683643,382021,0.81915,1.12395,,,
399111,20916,118390,,,,,0.956369055,382221,0.8509,1.12395,,,
399114,20916,118390,,,,,1.696206285,382221,0.7239,2.34315,,,
399115,20916,118390,,,,,0.813627405,382221,0.7239,1.12395,,,
399119,20916,118390,,,,,0.920683643,382240,0.81915,1.12395,,,
399122,20916,118390,,,,,1.96849203,383555,0.840105,2.34315,,,
399123,20916,118390,,,,,0.944236015,383555,0.840105,1.12395,,,
399126,20916,118390,,,,,1.894097019,383555,0.808355,2.34315,,,
399127,20916,118390,,,,,0.908550602,383555,0.808355,1.12395,,,
399130,20916,118390,,,,,1.595773018,389533,0.6810375,2.34315,,,
399131,20916,118390,,,,,0.765452098,389533,0.6810375,1.12395,,,
399134,20916,118390,,,,,1.521378006,389533,0.6492875,2.34315,,,
399135,20916,118390,,,,,0.729766686,389533,0.6492875,1.12395,,,
412218,20916,118390,,,,,5.574182401,412217,1.524,3.6576,,,
412384,20916,118390,,,,,5.574182401,412383,1.524,3.6576,,,
412477,20916,118390,,,,,5.574182401,412217,1.524,3.6576,,,
412479,20916,118390,,,,,4.579863117,412217,1.252149802,3.6576,,,
412485,20916,118390,,,,,5.574182401,412383,1.524,3.6576,,,
412487,20916,118390,,,,,4.552248959,412383,1.2446,3.6576,,,
413773,20916,118390,,,,,0.491007083,413772,0.20955,2.34315,,,
413781,20916,118390,,,,,3.734629628,413772,1.59385,2.34315,,,
413783,20916,118390,,,,,,413772,0,0,,,
413785,20916,118390,,,,,0.235523723,413772,0.20955,1.12395,,,
413786,20916,118390,,,,,0.956369055,413772,0.8509,1.12395,,,
413787,20916,118390,,,,,1.791407708,413772,1.59385,1.12395,,,
413788,20916,118390,,,,,,413772,0,0,,,
413988,20916,118390,,,,,0.491007083,413987,0.20955,2.34315,,,
413996,20916,118390,,,,,3.734629628,413987,1.59385,2.34315,,,
413998,20916,118390,,,,,,413987,0,0,,,
414000,20916,118390,,,,,0.235523723,413987,0.20955,1.12395,,,
414001,20916,118390,,,,,0.956369055,413987,0.8509,1.12395,,,
414002,20916,118390,,,,,1.791407708,413987,1.59385,1.12395,,,
414003,20916,118390,,,,,,413987,0,0,,,
414131,20916,118390,,,,,0.491007083,414129,0.20955,2.34315,,,
414139,20916,118390,,,,,3.660234615,414129,1.5621,2.34315,,,
414141,20916,118390,,,,,,414129,0,0,,,
414143,20916,118390,,,,,0.235523723,414129,0.20955,1.12395,,,
414144,20916,118390,,,,,0.956369055,414129,0.8509,1.12395,,,
414145,20916,118390,,,,,1.755722295,414129,1.5621,1.12395,,,
414146,20916,118390,,,,,,414129,0,0,,,
414287,20916,118390,,,,,0.491007083,414286,0.20955,2.34315,,,
414295,20916,118390,,,,,3.790489674,414286,1.617689723,2.34315,,,
414297,20916,118390,,,,,,414286,0,0,,,
414299,20916,118390,,,,,0.235523723,414286,0.20955,1.12395,,,
414300,20916,118390,,,,,0.956369055,414286,0.8509,1.12395,,,
414301,20916,118390,,,,,1.818202364,414286,1.617689723,1.12395,,,
414302,20916,118390,,,,,,414286,0,0,,,
415319,20916,118390,,,,,0.986898198,415332,0.426969888,2.3114,,,
415741,20916,118390,,,,,0.30822519,376666,0.13335,2.3114,,33,
415877,20916,118390,,,,,1.92273809,415876,0.83185,2.3114,,,
415885,20916,118390,,,,,0.48435387,415876,0.20955,2.3114,,,
416402,20916,118390,,,,,1.92273809,416401,0.83185,2.3114,,,
416406,20916,118390,,,,,0.48435387,416401,0.20955,2.3114,,,
416665,20916,118390,,,,,2.047495905,416664,0.885825,2.3114,,,
416669,20916,118390,,,,,0.30822519,416664,0.13335,2.3114,,,
416919,20916,118390,,,,,2.047495905,416918,0.885825,2.3114,,,
416923,20916,118390,,,,,0.30822519,416918,0.13335,2.3114,,,
417058,20916,118390,,,,,1.466360887,417000,0.634403775,2.3114,,,
417065,20916,118390,,,,,1.539747836,417000,0.666153775,2.3114,,,
417069,20916,118390,,,,,1.039338462,417000,0.449657551,2.3114,,,
418681,20916,118390,,,,,1.041530175,418655,0.4445,2.34315,,,
418683,20916,118390,,,,,0.920683643,418655,0.81915,1.12395,,,
418684,20916,118390,,,,,0.499595775,418655,0.4445,1.12395,,,
420924,20916,118390,,,,,1.790242721,358247,0.764032487,2.34315,,,
420925,20916,118390,,,,,0.858734313,358247,0.764032487,1.12395,,,
423666,20916,118390,,,,,3.344509441,423665,1.8288,1.8288,,,
423669,20916,118390,,,,,3.344509441,423665,1.8288,1.8288,,,
423901,20916,118390,,,,,3.344509441,423900,1.8288,1.8288,,,
423903,20916,118390,,,,,3.344509441,423900,1.8288,1.8288,,,
423923,20916,118390,,,,,3.344509441,423900,1.8288,1.8288,,,
423925,20916,118390,,,,,3.344509441,423900,1.8288,1.8288,,,
423927,20916,118390,,,,,2.009028239,423900,1.09855,1.8288,,,
423955,20916,118390,,,,,3.344509441,423954,1.8288,1.8288,,,
423957,20916,118390,,,,,3.344509441,423954,1.8288,1.8288,,,
423959,20916,118390,,,,,1.091610719,423954,0.5969,1.8288,,,
424098,20916,118390,,,,,3.344509441,424097,1.8288,1.8288,,,
424100,20916,118390,,,,,3.344509441,424097,1.8288,1.8288,,,
424102,20916,118390,,,,,3.344509441,424097,1.8288,1.8288,,,
424122,20916,118390,,,,,1.950963839,424097,1.0668,1.8288,,,
424238,20916,118390,,,,,3.344509441,424237,1.8288,1.8288,,,
424241,20916,118390,,,,,3.344509441,424237,1.8288,1.8288,,,
424243,20916,118390,,,,,3.344509441,424237,1.8288,1.8288,,,
424245,20916,118390,,,,,3.344509441,424237,1.8288,1.8288,,,
424247,20916,118390,,,,,2.177052097,424237,1.190426562,1.8288,,,
424477,20916,118390,,,,,3.344509441,424476,1.8288,1.8288,,,
424480,20916,118390,,,,,3.344509441,424476,1.8288,1.8288,,,
424482,20916,118390,,,,,3.344509441,424476,1.8288,1.8288,,,
424484,20916,118390,,,,,3.344509441,424476,1.8288,1.8288,,,
424486,20916,118390,,,,,2.295954026,424476,1.255442928,1.8288,,,
424563,20916,118390,,,,,3.344509441,424562,1.8288,1.8288,,,
424566,20916,118390,,,,,3.344509441,424562,1.8288,1.8288,,,
424568,20916,118390,,,,,3.344509441,424562,1.8288,1.8288,,,
424712,20916,118390,,,,,5.574182401,424711,1.8288,3.048,,,
424715,20916,118390,,,,,5.574182401,424711,1.8288,3.048,,,
424717,20916,118390,,,,,0.754837199,424711,0.24765,3.048,,,
424761,20916,118390,,,,,3.344509441,424562,1.8288,1.8288,,,
424764,20916,118390,,,,,2.415479039,424562,1.3208,1.8288,,,
424915,20916,118390,,,,,3.344509441,424914,1.8288,1.8288,,,
424918,20916,118390,,,,,3.344509441,424914,1.8288,1.8288,,,
424920,20916,118390,,,,,3.344509441,424914,1.8288,1.8288,,,
424922,20916,118390,,,,,3.344509441,424914,1.8288,1.8288,,,
424924,20916,118390,,,,,2.295954026,424914,1.255442928,1.8288,,,
425114,20916,118390,,,,,3.344509441,425113,1.8288,1.8288,,,
425117,20916,118390,,,,,3.344509441,425113,1.8288,1.8288,,,
425119,20916,118390,,,,,3.344509441,425113,1.8288,1.8288,,,
425121,20916,118390,,,,,3.344509441,425113,1.8288,1.8288,,,
425123,20916,118390,,,,,1.114836479,425113,0.6096,1.8288,,,
425890,20916,118390,,,,,3.344509441,425889,1.8288,1.8288,,,
425893,20916,118390,,,,,3.344509441,425889,1.8288,1.8288,,,
425895,20916,118390,,,,,3.344509441,425889,1.8288,1.8288,,,
425897,20916,118390,,,,,3.344509441,425889,1.8288,1.8288,,,
425899,20916,118390,,,,,1.166965952,425889,0.638104742,1.8288,,,
426166,20916,118390,,,,,3.344509441,426165,1.8288,1.8288,,,
426169,20916,118390,,,,,3.344509441,426165,1.8288,1.8288,,,
426171,20916,118390,,,,,3.344509441,426165,1.8288,1.8288,,,
426173,20916,118390,,,,,3.344509441,426165,1.8288,1.8288,,,
426175,20916,118390,,,,,1.805802839,426165,0.987425,1.8288,,,
426363,20916,118390,,,,,3.344509441,426362,1.8288,1.8288,,,
426366,20916,118390,,,,,3.344509441,426362,1.8288,1.8288,,,
426368,20916,118390,,,,,3.344509441,426362,1.8288,1.8288,,,
426370,20916,118390,,,,,3.344509441,426362,1.8288,1.8288,,,
426372,20916,118390,,,,,1.858060799,426362,1.016,1.8288,,,
426532,20916,118390,,,,,3.344509441,426531,1.8288,1.8288,,,
426535,20916,118390,,,,,3.344509441,426531,1.8288,1.8288,,,
426537,20916,118390,,,,,3.344509441,426531,1.8288,1.8288,,,
426539,20916,118390,,,,,3.344509441,426531,1.8288,1.8288,,,
426541,20916,118390,,,,,1.858060799,426531,1.016,1.8288,,,
426746,20916,118390,,,,,3.344509441,426745,1.8288,1.8288,,,
426749,20916,118390,,,,,3.344509441,426745,1.8288,1.8288,,,
426751,20916,118390,,,,,3.344509441,426745,1.8288,1.8288,,,
426753,20916,118390,,,,,3.344509441,426745,1.8288,1.8288,,,
426755,20916,118390,,,,,1.858060799,426745,1.016,1.8288,,,
426912,20916,118390,,,,,3.344509441,426911,1.8288,1.8288,,,
426915,20916,118390,,,,,3.344509441,426911,1.8288,1.8288,,,
426917,20916,118390,,,,,3.344509441,426911,1.8288,1.8288,,,
426919,20916,118390,,,,,3.344509441,426911,1.8288,1.8288,,,
426921,20916,118390,,,,,1.391172465,426911,0.760702354,1.8288,,,
427039,20916,118390,,,,,3.344509441,427038,1.8288,1.8288,,,
427042,20916,118390,,,,,3.344509441,427038,1.8288,1.8288,,,
427044,20916,118390,,,,,3.344509441,427038,1.8288,1.8288,,,
427046,20916,118390,,,,,3.344509441,427038,1.8288,1.8288,,,
427048,20916,118390,,,,,1.247503501,427038,0.682143209,1.8288,,,
427151,20916,118390,,,,,3.344509441,427150,1.8288,1.8288,,,
427154,20916,118390,,,,,3.344509441,427150,1.8288,1.8288,,,
427156,20916,118390,,,,,3.344509441,427150,1.8288,1.8288,,,
427158,20916,118390,,,,,3.344509441,427150,1.8288,1.8288,,,
427160,20916,118390,,,,,1.858060799,427150,1.016,1.8288,,,
427305,20916,118390,,,,,3.344509441,427304,1.8288,1.8288,,,
427308,20916,118390,,,,,3.344509441,427304,1.8288,1.8288,,,
427310,20916,118390,,,,,3.344509441,427304,1.8288,1.8288,,,
427312,20916,118390,,,,,3.344509441,427304,1.8288,1.8288,,,
427314,20916,118390,,,,,1.858060799,427304,1.016,1.8288,,,
427450,20916,118390,,,,,3.344509441,427449,1.8288,1.8288,,,
427453,20916,118390,,,,,3.344509441,427449,1.8288,1.8288,,,
427455,20916,118390,,,,,3.344509441,427449,1.8288,1.8288,,,
427457,20916,118390,,,,,3.344509441,427449,1.8288,1.8288,,,
427459,20916,118390,,,,,1.858060799,427449,1.016,1.8288,,,
427561,20916,118390,,,,,3.344509441,427560,1.8288,1.8288,,,
427564,20916,118390,,,,,3.344509441,427560,1.8288,1.8288,,,
427566,20916,118390,,,,,3.344509441,427560,1.8288,1.8288,,,
427568,20916,118390,,,,,3.344509441,427560,1.8288,1.8288,,,
427570,20916,118390,,,,,1.753544879,427560,0.95885,1.8288,,,
427725,20916,118390,,,,,3.344509441,427724,1.8288,1.8288,,,
427728,20916,118390,,,,,3.344509441,427724,1.8288,1.8288,,,
427730,20916,118390,,,,,3.344509441,427724,1.8288,1.8288,,,
427732,20916,118390,,,,,3.344509441,427724,1.8288,1.8288,,,
427734,20916,118390,,,,,1.367822069,427724,0.747934202,1.8288,,,
